"Ticker","CIK","ADSH","INCOMETAXESPAID","DDATE","SIC.x","PERIOD","FP","FY","Name","Exchange","SIC.y","Business","Incorporated","IRS","Market Cap","Enterprise Value","Trailing P/E","Forward P/E","PEG Ratio","Price/Sales","Price/Book","Enterprise Value/Revenue","Enterprise Value/EBITDA","Fiscal Year Ends","Most Recent Quarter","Profit Margin","Operating Margin","Return on Assets","Return on Equity","Revenue","Revenue Per Share","Qtrly Revenue Growth","Gross Profit","EBITDA","Net Income Avl to Common","Diluted EPS","Qtrly Earnings Growth","Total Cash","Total Cash Per Share","Total Debt","Total Debt/Equity","Current Ratio","Book Value Per Share","Operating Cash Flow","Levered Free Cash Flow","Beta","52-Week Change","S&P500 52-Week Change","52-Week High","52-Week Low","50-Day Moving Average","200-Day Moving Average","Avg Vol","Avg Vol 1","Shares Outstanding","Float","% Held by Insiders","% Held by Institutions","Shares Short","Short Ratio","Short % of Float","Shares Short 2","Forward Annual Dividend Rate","Forward Annual Dividend Yield","Trailing Annual Dividend Yield","Trailing Annual Dividend Yield 3","5 Year Average Dividend Yield","Payout Ratio","Dividend Date","Ex-Dividend Date","Last Split Factor","Last Split Date","mc","taxes","tmratio"
"GILD","882095","0000882095-15-000008","2.06e+09","20141231","2836","20141231","FY","2014","Gilead Sciences Inc","NASDAQ",2836,"CA","DE",943047598,"127.18B","123.81B","7.51","7.22","1.38","3.81","6.50","3.79","5.30","Dec 31","Dec 31, 2015","55.48%","68.20%","32.17%","103.61%","32.64B","22.29","16.30%","21.10B","23.35B","18.11B","11.91","34.30%","26.21B","18.43","22.83B","119.45","3.44","13.44","N/A","N/A","1.41","-13.87%","-11.22%","123.37","81.89","92.00","102.97","11,131,400","15,740,900","1.42B","1.41B","0.60%","83.40%","21.37M","1.65","1.45%","23.16M","1.72","1.97%","1.29","1.50%","N/A","7.90%","Mar 30, 2016","Dec 14, 2015","2:1","Jan 28, 2013",1.2718e+11,2.06e+09,0.0161975153325995
"GLRE","1385613","0001385613-15-000012","531000","20131231","6331","20141231","FY","2014","Greenlight Capital Re LTD","NASDAQ",6331,"E9","",NA,"729.44M","-365.05M","N/A","5.69","-0.21","2.88","0.83","-1.46","2.12","Dec 31","Sep 30, 2015","-89.21%","-69.33%","-3.90%","-22.22%","249.56M","6.78","N/A","134.58M","-172.60M","-222.63M","-6.05","N/A","1.09B","29.57","271.00K","0.03","1.59","23.42","-66.11M","484.00M","0.80","-38.48%","-11.22%","33.23","16.05","18.51","21.98","248,595","225,862","30.77M","29.24M","3.96%","54.60%","2.19M","7.21","7.35%","2.14M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",729440000,531000,0.000727955692037728
"GLRE","1385613","0001385613-15-000012","216000","20121231","6331","20141231","FY","2014","Greenlight Capital Re LTD","NASDAQ",6331,"E9","",NA,"729.44M","-365.05M","N/A","5.69","-0.21","2.88","0.83","-1.46","2.12","Dec 31","Sep 30, 2015","-89.21%","-69.33%","-3.90%","-22.22%","249.56M","6.78","N/A","134.58M","-172.60M","-222.63M","-6.05","N/A","1.09B","29.57","271.00K","0.03","1.59","23.42","-66.11M","484.00M","0.80","-38.48%","-11.22%","33.23","16.05","18.51","21.98","248,595","225,862","30.77M","29.24M","3.96%","54.60%","2.19M","7.21","7.35%","2.14M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",729440000,216000,0.000296117569642465
"GMCR","909954","0001047469-14-009384","136407000","20120930","2090","20140927","FY","2014","Green Mountain Coffee Roasters Inc","NASDAQ",2090,"VT","DE",30339228,"13.46B","13.85B","29.91","24.88","1.77","3.06","5.32","3.15","13.45","Sep 26","Dec 26, 2015","10.66%","17.14%","10.80%","15.63%","4.39B","28.47","-9.20%","1.61B","1.03B","468.19M","3.01","-22.40%","214.91M","1.44","600.53M","23.83","2.61","16.89","946.78M","535.29M","0.87","-23.64%","-11.22%","131.09","39.80","89.77","66.46","4,906,330","2,886,210","149.49M","118.14M","25.34%","67.60%","7.20M","2.26","7.01%","7.85M","1.30","1.45%","1.19","1.30%","N/A","38.22%","Feb 16, 2016","Jan 13, 2016","3:1","May 18, 2010",1.346e+10,136407000,0.010134249628529
"GMCR","909954","0001047469-14-009384","223580000","20130930","2090","20140927","FY","2014","Green Mountain Coffee Roasters Inc","NASDAQ",2090,"VT","DE",30339228,"13.46B","13.85B","29.91","24.88","1.77","3.06","5.32","3.15","13.45","Sep 26","Dec 26, 2015","10.66%","17.14%","10.80%","15.63%","4.39B","28.47","-9.20%","1.61B","1.03B","468.19M","3.01","-22.40%","214.91M","1.44","600.53M","23.83","2.61","16.89","946.78M","535.29M","0.87","-23.64%","-11.22%","131.09","39.80","89.77","66.46","4,906,330","2,886,210","149.49M","118.14M","25.34%","67.60%","7.20M","2.26","7.01%","7.85M","1.30","1.45%","1.19","1.30%","N/A","38.22%","Feb 16, 2016","Jan 13, 2016","3:1","May 18, 2010",1.346e+10,223580000,0.0166106983655275
"GMCR","909954","0001047469-15-008799","223580000","20130930","2090","20150926","FY","2015","Green Mountain Coffee Roasters Inc","NASDAQ",2090,"VT","DE",30339228,"13.46B","13.85B","29.91","24.88","1.77","3.06","5.32","3.15","13.45","Sep 26","Dec 26, 2015","10.66%","17.14%","10.80%","15.63%","4.39B","28.47","-9.20%","1.61B","1.03B","468.19M","3.01","-22.40%","214.91M","1.44","600.53M","23.83","2.61","16.89","946.78M","535.29M","0.87","-23.64%","-11.22%","131.09","39.80","89.77","66.46","4,906,330","2,886,210","149.49M","118.14M","25.34%","67.60%","7.20M","2.26","7.01%","7.85M","1.30","1.45%","1.19","1.30%","N/A","38.22%","Feb 16, 2016","Jan 13, 2016","3:1","May 18, 2010",1.346e+10,223580000,0.0166106983655275
"GMCR","909954","0001047469-15-008799","320239000","20150930","2090","20150926","FY","2015","Green Mountain Coffee Roasters Inc","NASDAQ",2090,"VT","DE",30339228,"13.46B","13.85B","29.91","24.88","1.77","3.06","5.32","3.15","13.45","Sep 26","Dec 26, 2015","10.66%","17.14%","10.80%","15.63%","4.39B","28.47","-9.20%","1.61B","1.03B","468.19M","3.01","-22.40%","214.91M","1.44","600.53M","23.83","2.61","16.89","946.78M","535.29M","0.87","-23.64%","-11.22%","131.09","39.80","89.77","66.46","4,906,330","2,886,210","149.49M","118.14M","25.34%","67.60%","7.20M","2.26","7.01%","7.85M","1.30","1.45%","1.19","1.30%","N/A","38.22%","Feb 16, 2016","Jan 13, 2016","3:1","May 18, 2010",1.346e+10,320239000,0.0237919019316493
"GMCR","909954","0001047469-15-008799","270367000","20140930","2090","20150926","FY","2015","Green Mountain Coffee Roasters Inc","NASDAQ",2090,"VT","DE",30339228,"13.46B","13.85B","29.91","24.88","1.77","3.06","5.32","3.15","13.45","Sep 26","Dec 26, 2015","10.66%","17.14%","10.80%","15.63%","4.39B","28.47","-9.20%","1.61B","1.03B","468.19M","3.01","-22.40%","214.91M","1.44","600.53M","23.83","2.61","16.89","946.78M","535.29M","0.87","-23.64%","-11.22%","131.09","39.80","89.77","66.46","4,906,330","2,886,210","149.49M","118.14M","25.34%","67.60%","7.20M","2.26","7.01%","7.85M","1.30","1.45%","1.19","1.30%","N/A","38.22%","Feb 16, 2016","Jan 13, 2016","3:1","May 18, 2010",1.346e+10,270367000,0.0200867013372957
"GMCR","909954","0001047469-14-009384","270367000","20140930","2090","20140927","FY","2014","Green Mountain Coffee Roasters Inc","NASDAQ",2090,"VT","DE",30339228,"13.46B","13.85B","29.91","24.88","1.77","3.06","5.32","3.15","13.45","Sep 26","Dec 26, 2015","10.66%","17.14%","10.80%","15.63%","4.39B","28.47","-9.20%","1.61B","1.03B","468.19M","3.01","-22.40%","214.91M","1.44","600.53M","23.83","2.61","16.89","946.78M","535.29M","0.87","-23.64%","-11.22%","131.09","39.80","89.77","66.46","4,906,330","2,886,210","149.49M","118.14M","25.34%","67.60%","7.20M","2.26","7.01%","7.85M","1.30","1.45%","1.19","1.30%","N/A","38.22%","Feb 16, 2016","Jan 13, 2016","3:1","May 18, 2010",1.346e+10,270367000,0.0200867013372957
"GME","1326380","0001326380-15-000078","265900000","20150131","5734","20150131","FY","2014","Gamestop Corp","NYSE",5734,"TX","DE",NA,"2.82B","2.99B","7.28","6.68","0.73","0.30","1.44","0.32","3.64","Jan 31","Oct 31, 2015","4.29%","7.18%","8.83%","20.21%","9.31B","87.04","-3.60%","2.78B","822.20M","399.10M","3.71","-0.90%","186.20M","1.78","350.90M","18.07","1.05","18.51","632.00M","390.89M","1.40","-27.78%","-11.22%","47.83","24.33","26.97","37.86","3,143,070","2,178,680","104.67M","102.49M","1.88%","136.40%","43.43M","15.18","48.96%","46.07M","1.44","5.40%","1.44","5.40%","N/A","38.09%","Dec 15, 2015","Dec 1, 2015","2:1","Mar 19, 2007",2.82e+09,265900000,0.094290780141844
"GME","1326380","0001326380-15-000078","246100000","20130131","5734","20150131","FY","2014","Gamestop Corp","NYSE",5734,"TX","DE",NA,"2.82B","2.99B","7.28","6.68","0.73","0.30","1.44","0.32","3.64","Jan 31","Oct 31, 2015","4.29%","7.18%","8.83%","20.21%","9.31B","87.04","-3.60%","2.78B","822.20M","399.10M","3.71","-0.90%","186.20M","1.78","350.90M","18.07","1.05","18.51","632.00M","390.89M","1.40","-27.78%","-11.22%","47.83","24.33","26.97","37.86","3,143,070","2,178,680","104.67M","102.49M","1.88%","136.40%","43.43M","15.18","48.96%","46.07M","1.44","5.40%","1.44","5.40%","N/A","38.09%","Dec 15, 2015","Dec 1, 2015","2:1","Mar 19, 2007",2.82e+09,246100000,0.0872695035460993
"GME","1326380","0001326380-15-000078","2.38e+08","20140131","5734","20150131","FY","2014","Gamestop Corp","NYSE",5734,"TX","DE",NA,"2.82B","2.99B","7.28","6.68","0.73","0.30","1.44","0.32","3.64","Jan 31","Oct 31, 2015","4.29%","7.18%","8.83%","20.21%","9.31B","87.04","-3.60%","2.78B","822.20M","399.10M","3.71","-0.90%","186.20M","1.78","350.90M","18.07","1.05","18.51","632.00M","390.89M","1.40","-27.78%","-11.22%","47.83","24.33","26.97","37.86","3,143,070","2,178,680","104.67M","102.49M","1.88%","136.40%","43.43M","15.18","48.96%","46.07M","1.44","5.40%","1.44","5.40%","N/A","38.09%","Dec 15, 2015","Dec 1, 2015","2:1","Mar 19, 2007",2.82e+09,2.38e+08,0.0843971631205674
"GNC","1502034","0001628280-15-000769","143573000","20131231","5400","20141231","FY","2014","GNC Holdings Inc","NYSE",5400,"PA","DE",208536244,"2.16B","3.34B","10.07","7.53","0.91","0.76","4.39","1.27","6.90","Dec 31","Dec 31, 2015","8.31%","16.17%","10.20%","35.82%","2.64B","31.45","1.80%","980.24M","484.10M","219.30M","2.60","-17.10%","56.46M","0.76","1.45B","309.98","2.86","6.14","354.53M","304.73M","0.58","-46.20%","-11.22%","51.69","22.64","28.36","36.62","2,259,850","1,950,220","82.65M","64.66M","0.27%","101.90%","2.87M","1.07","3.68%","2.53M","0.80","2.97%","0.72","2.70%","N/A","27.64%","Mar 25, 2016","Mar 9, 2016","N/A","N/A",2.16e+09,143573000,0.0664689814814815
"GNC","1502034","0001628280-15-000769","102335000","20121231","5400","20141231","FY","2014","GNC Holdings Inc","NYSE",5400,"PA","DE",208536244,"2.16B","3.34B","10.07","7.53","0.91","0.76","4.39","1.27","6.90","Dec 31","Dec 31, 2015","8.31%","16.17%","10.20%","35.82%","2.64B","31.45","1.80%","980.24M","484.10M","219.30M","2.60","-17.10%","56.46M","0.76","1.45B","309.98","2.86","6.14","354.53M","304.73M","0.58","-46.20%","-11.22%","51.69","22.64","28.36","36.62","2,259,850","1,950,220","82.65M","64.66M","0.27%","101.90%","2.87M","1.07","3.68%","2.53M","0.80","2.97%","0.72","2.70%","N/A","27.64%","Mar 25, 2016","Mar 9, 2016","N/A","N/A",2.16e+09,102335000,0.0473773148148148
"GNC","1502034","0001628280-15-000769","125088000","20141231","5400","20141231","FY","2014","GNC Holdings Inc","NYSE",5400,"PA","DE",208536244,"2.16B","3.34B","10.07","7.53","0.91","0.76","4.39","1.27","6.90","Dec 31","Dec 31, 2015","8.31%","16.17%","10.20%","35.82%","2.64B","31.45","1.80%","980.24M","484.10M","219.30M","2.60","-17.10%","56.46M","0.76","1.45B","309.98","2.86","6.14","354.53M","304.73M","0.58","-46.20%","-11.22%","51.69","22.64","28.36","36.62","2,259,850","1,950,220","82.65M","64.66M","0.27%","101.90%","2.87M","1.07","3.68%","2.53M","0.80","2.97%","0.72","2.70%","N/A","27.64%","Mar 25, 2016","Mar 9, 2016","N/A","N/A",2.16e+09,125088000,0.0579111111111111
"GOGO","1537054","0001193125-15-069995","208000","20121231","4899","20141231","FY","2014","Gogo Inc","NASDAQ",4899,"IL","DE",271650905,"1.19B","1.39B","N/A","N/A","-0.50","2.46","12.19","2.93","41.26","Dec 31","Sep 30, 2015","-20.72%","-9.55%","-3.22%","-62.30%","472.34M","5.81","21.50%","199.03M","33.57M","-97.85M","-1.20","N/A","387.95M","4.52","580.82M","610.20","2.75","1.11","97.45M","-89.65M","2.79","-11.87%","-11.22%","23.20","11.93","14.91","16.17","696,279","914,038","85.85M","48.97M","34.39%","67.40%","17.48M","25.82","31.06%","18.35M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",1.19e+09,208000,0.000174789915966387
"GOGO","1537054","0001193125-15-069995","414000","20141231","4899","20141231","FY","2014","Gogo Inc","NASDAQ",4899,"IL","DE",271650905,"1.19B","1.39B","N/A","N/A","-0.50","2.46","12.19","2.93","41.26","Dec 31","Sep 30, 2015","-20.72%","-9.55%","-3.22%","-62.30%","472.34M","5.81","21.50%","199.03M","33.57M","-97.85M","-1.20","N/A","387.95M","4.52","580.82M","610.20","2.75","1.11","97.45M","-89.65M","2.79","-11.87%","-11.22%","23.20","11.93","14.91","16.17","696,279","914,038","85.85M","48.97M","34.39%","67.40%","17.48M","25.82","31.06%","18.35M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",1.19e+09,414000,0.000347899159663866
"GOGO","1537054","0001193125-15-069995","261000","20131231","4899","20141231","FY","2014","Gogo Inc","NASDAQ",4899,"IL","DE",271650905,"1.19B","1.39B","N/A","N/A","-0.50","2.46","12.19","2.93","41.26","Dec 31","Sep 30, 2015","-20.72%","-9.55%","-3.22%","-62.30%","472.34M","5.81","21.50%","199.03M","33.57M","-97.85M","-1.20","N/A","387.95M","4.52","580.82M","610.20","2.75","1.11","97.45M","-89.65M","2.79","-11.87%","-11.22%","23.20","11.93","14.91","16.17","696,279","914,038","85.85M","48.97M","34.39%","67.40%","17.48M","25.82","31.06%","18.35M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",1.19e+09,261000,0.000219327731092437
"GOOG","1288776","0001288776-15-000008","1.932e+09","20131231","7370","20141231","FY","2014","Google Inc","NASDAQ",7370,"CA","DE",770493581,"469.05B","405.43B","28.69","16.95","1.18","6.27","3.90","5.41","16.60","Dec 31","Dec 31, 2015","21.80%","25.82%","8.75%","14.58%","74.99B","109.53","N/A","N/A","24.42B","16.35B","23.78","N/A","71.93B","104.50","7.65B","6.36","4.67","175.07","26.02B","11.94B","1.03","26.05%","-11.22%","789.87","515.18","720.18","686.98","2,447,810","4,011,690","344.76M","589.63M","0.01%","73.10%","3.21M","1.38","N/A","3.36M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10000000:10000000","Apr 27, 2015",4.6905e+11,1.932e+09,0.0041189638631276
"GOOG","1288776","0001288776-15-000008","2.819e+09","20141231","7370","20141231","FY","2014","Google Inc","NASDAQ",7370,"CA","DE",770493581,"469.05B","405.43B","28.69","16.95","1.18","6.27","3.90","5.41","16.60","Dec 31","Dec 31, 2015","21.80%","25.82%","8.75%","14.58%","74.99B","109.53","N/A","N/A","24.42B","16.35B","23.78","N/A","71.93B","104.50","7.65B","6.36","4.67","175.07","26.02B","11.94B","1.03","26.05%","-11.22%","789.87","515.18","720.18","686.98","2,447,810","4,011,690","344.76M","589.63M","0.01%","73.10%","3.21M","1.38","N/A","3.36M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10000000:10000000","Apr 27, 2015",4.6905e+11,2.819e+09,0.0060100202537043
"GOOG","1288776","0001288776-15-000008","2.034e+09","20121231","7370","20141231","FY","2014","Google Inc","NASDAQ",7370,"CA","DE",770493581,"469.05B","405.43B","28.69","16.95","1.18","6.27","3.90","5.41","16.60","Dec 31","Dec 31, 2015","21.80%","25.82%","8.75%","14.58%","74.99B","109.53","N/A","N/A","24.42B","16.35B","23.78","N/A","71.93B","104.50","7.65B","6.36","4.67","175.07","26.02B","11.94B","1.03","26.05%","-11.22%","789.87","515.18","720.18","686.98","2,447,810","4,011,690","344.76M","589.63M","0.01%","73.10%","3.21M","1.38","N/A","3.36M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10000000:10000000","Apr 27, 2015",4.6905e+11,2.034e+09,0.00433642468819955
"GPC","40987","0001193125-15-064165","381407000","20121231","5013","20141231","FY","2014","Genuine Parts Co","NYSE",5013,"GA","GA",580254510,"13.25B","13.67B","18.94","18.08","4.08","0.85","4.13","0.89","10.71","Dec 31","Sep 30, 2015","4.60%","7.34%","8.55%","21.26%","15.42B","101.27","-1.60%","4.59B","1.28B","709.96M","4.64","-1.30%","199.29M","1.32","625.00M","19.71","1.49","20.95","1.10B","1.12B","1.06","-9.06%","-11.22%","98.48","76.50","82.82","85.53","806,966","1,127,110","150.76M","146.76M","2.72%","73.70%","6.40M","7.01","4.31%","5.38M","2.46","2.85%","2.46","2.90%","2.77%","52.22%","Jan 4, 2016","Dec 2, 2015","3:2","Apr 15, 1997",1.325e+10,381407000,0.0287854339622641
"GPC","40987","0001193125-15-064165","342372000","20131231","5013","20141231","FY","2014","Genuine Parts Co","NYSE",5013,"GA","GA",580254510,"13.25B","13.67B","18.94","18.08","4.08","0.85","4.13","0.89","10.71","Dec 31","Sep 30, 2015","4.60%","7.34%","8.55%","21.26%","15.42B","101.27","-1.60%","4.59B","1.28B","709.96M","4.64","-1.30%","199.29M","1.32","625.00M","19.71","1.49","20.95","1.10B","1.12B","1.06","-9.06%","-11.22%","98.48","76.50","82.82","85.53","806,966","1,127,110","150.76M","146.76M","2.72%","73.70%","6.40M","7.01","4.31%","5.38M","2.46","2.85%","2.46","2.90%","2.77%","52.22%","Jan 4, 2016","Dec 2, 2015","3:2","Apr 15, 1997",1.325e+10,342372000,0.0258393962264151
"GPC","40987","0001193125-15-064165","408604000","20141231","5013","20141231","FY","2014","Genuine Parts Co","NYSE",5013,"GA","GA",580254510,"13.25B","13.67B","18.94","18.08","4.08","0.85","4.13","0.89","10.71","Dec 31","Sep 30, 2015","4.60%","7.34%","8.55%","21.26%","15.42B","101.27","-1.60%","4.59B","1.28B","709.96M","4.64","-1.30%","199.29M","1.32","625.00M","19.71","1.49","20.95","1.10B","1.12B","1.06","-9.06%","-11.22%","98.48","76.50","82.82","85.53","806,966","1,127,110","150.76M","146.76M","2.72%","73.70%","6.40M","7.01","4.31%","5.38M","2.46","2.85%","2.46","2.90%","2.77%","52.22%","Jan 4, 2016","Dec 2, 2015","3:2","Apr 15, 1997",1.325e+10,408604000,0.0308380377358491
"GPOR","874499","0001628280-15-001182","23800000","20141231","1311","20141231","FY","2014","Gulfport Energy Corp","NASDAQ",1311,"OK","DE",731521290,"3.10B","3.83B","N/A","N/A","18.45","3.80","1.04","4.87","7.17","Dec 31","Sep 30, 2015","-36.09%","25.71%","3.35%","-11.22%","786.85M","8.36","35.00%","554.61M","534.62M","-283.94M","-3.02","N/A","228.11M","2.11","964.74M","33.60","1.20","26.53","359.07M","-1.28B","0.53","-36.06%","-11.22%","52.28","20.21","25.55","29.35","2,648,870","2,641,250","108.24M","93.25M","0.33%","97.90%","4.93M","1.61","6.55%","4.46M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1:50","Mar 3, 1999",3.1e+09,23800000,0.00767741935483871
"GPOR","874499","0001628280-15-001182","261000","20121231","1311","20141231","FY","2014","Gulfport Energy Corp","NASDAQ",1311,"OK","DE",731521290,"3.10B","3.83B","N/A","N/A","18.45","3.80","1.04","4.87","7.17","Dec 31","Sep 30, 2015","-36.09%","25.71%","3.35%","-11.22%","786.85M","8.36","35.00%","554.61M","534.62M","-283.94M","-3.02","N/A","228.11M","2.11","964.74M","33.60","1.20","26.53","359.07M","-1.28B","0.53","-36.06%","-11.22%","52.28","20.21","25.55","29.35","2,648,870","2,641,250","108.24M","93.25M","0.33%","97.90%","4.93M","1.61","6.55%","4.46M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1:50","Mar 3, 1999",3.1e+09,261000,8.41935483870968e-05
"GPOR","874499","0001628280-15-001182","2761000","20131231","1311","20141231","FY","2014","Gulfport Energy Corp","NASDAQ",1311,"OK","DE",731521290,"3.10B","3.83B","N/A","N/A","18.45","3.80","1.04","4.87","7.17","Dec 31","Sep 30, 2015","-36.09%","25.71%","3.35%","-11.22%","786.85M","8.36","35.00%","554.61M","534.62M","-283.94M","-3.02","N/A","228.11M","2.11","964.74M","33.60","1.20","26.53","359.07M","-1.28B","0.53","-36.06%","-11.22%","52.28","20.21","25.55","29.35","2,648,870","2,641,250","108.24M","93.25M","0.33%","97.90%","4.93M","1.61","6.55%","4.46M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1:50","Mar 3, 1999",3.1e+09,2761000,0.000890645161290323
"GPS","39911","0000039911-15-000101","7.14e+08","20150131","5651","20150131","FY","2014","Gap Inc","NYSE",5651,"CA","DE",941697231,"9.54B","10.25B","9.71","9.81","3.00","0.56","3.47","0.64","4.32","Jan 31","Oct 31, 2015","6.36%","11.06%","14.26%","37.52%","16.12B","38.66","-2.90%","6.29B","2.37B","1.02B","2.44","-29.30%","1.04B","2.59","1.75B","67.15","1.58","6.46","1.75B","934.25M","0.97","-41.99%","-11.22%","43.90","21.57","23.95","28.22","6,399,170","6,803,680","401.90M","233.95M","43.41%","60.20%","0.00","0.00","N/A","4.50K","0.92","4.10%","0.92","4.10%","2.00%","37.27%","Jan 27, 2016","Jan 4, 2016","3:2","Jun 22, 1999",9.54e+09,7.14e+08,0.0748427672955975
"GPS","39911","0000039911-15-000101","8.05e+08","20140131","5651","20150131","FY","2014","Gap Inc","NYSE",5651,"CA","DE",941697231,"9.54B","10.25B","9.71","9.81","3.00","0.56","3.47","0.64","4.32","Jan 31","Oct 31, 2015","6.36%","11.06%","14.26%","37.52%","16.12B","38.66","-2.90%","6.29B","2.37B","1.02B","2.44","-29.30%","1.04B","2.59","1.75B","67.15","1.58","6.46","1.75B","934.25M","0.97","-41.99%","-11.22%","43.90","21.57","23.95","28.22","6,399,170","6,803,680","401.90M","233.95M","43.41%","60.20%","0.00","0.00","N/A","4.50K","0.92","4.10%","0.92","4.10%","2.00%","37.27%","Jan 27, 2016","Jan 4, 2016","3:2","Jun 22, 1999",9.54e+09,8.05e+08,0.0843815513626834
"GPS","39911","0000039911-15-000101","5.82e+08","20130131","5651","20150131","FY","2014","Gap Inc","NYSE",5651,"CA","DE",941697231,"9.54B","10.25B","9.71","9.81","3.00","0.56","3.47","0.64","4.32","Jan 31","Oct 31, 2015","6.36%","11.06%","14.26%","37.52%","16.12B","38.66","-2.90%","6.29B","2.37B","1.02B","2.44","-29.30%","1.04B","2.59","1.75B","67.15","1.58","6.46","1.75B","934.25M","0.97","-41.99%","-11.22%","43.90","21.57","23.95","28.22","6,399,170","6,803,680","401.90M","233.95M","43.41%","60.20%","0.00","0.00","N/A","4.50K","0.92","4.10%","0.92","4.10%","2.00%","37.27%","Jan 27, 2016","Jan 4, 2016","3:2","Jun 22, 1999",9.54e+09,5.82e+08,0.0610062893081761
"GRMN","1121788","0001144204-15-010586","175465000","20141231","3812","20141227","FY","2014","Garmin LTD","NASDAQ",3812,"V8","V8",980229227,"6.54B","5.41B","12.32","14.94","5.49","2.27","1.99","1.91","8.21","Dec 27","Sep 26, 2015","18.79%","20.40%","8.00%","16.51%","2.84B","14.87","-3.80%","1.60B","659.65M","534.09M","2.79","N/A","1.13B","5.92","0.00","N/A","2.50","16.99","267.15M","178.72M","0.84","-39.52%","-11.22%","56.88","30.93","34.46","36.52","1,546,940","1,444,140","190.34M","106.92M","36.25%","41.70%","11.55M","7.32","10.21%","10.78M","2.04","6.03%","1.53","4.50%","N/A","71.08%","Mar 31, 2016","Mar 11, 2016","2:1","Aug 16, 2006",6.54e+09,175465000,0.0268295107033639
"GRMN","1121788","0001144204-15-010586","127509000","20121231","3812","20141227","FY","2014","Garmin LTD","NASDAQ",3812,"V8","V8",980229227,"6.54B","5.41B","12.32","14.94","5.49","2.27","1.99","1.91","8.21","Dec 27","Sep 26, 2015","18.79%","20.40%","8.00%","16.51%","2.84B","14.87","-3.80%","1.60B","659.65M","534.09M","2.79","N/A","1.13B","5.92","0.00","N/A","2.50","16.99","267.15M","178.72M","0.84","-39.52%","-11.22%","56.88","30.93","34.46","36.52","1,546,940","1,444,140","190.34M","106.92M","36.25%","41.70%","11.55M","7.32","10.21%","10.78M","2.04","6.03%","1.53","4.50%","N/A","71.08%","Mar 31, 2016","Mar 11, 2016","2:1","Aug 16, 2006",6.54e+09,127509000,0.0194967889908257
"GRMN","1121788","0001144204-15-010586","73372000","20131231","3812","20141227","FY","2014","Garmin LTD","NASDAQ",3812,"V8","V8",980229227,"6.54B","5.41B","12.32","14.94","5.49","2.27","1.99","1.91","8.21","Dec 27","Sep 26, 2015","18.79%","20.40%","8.00%","16.51%","2.84B","14.87","-3.80%","1.60B","659.65M","534.09M","2.79","N/A","1.13B","5.92","0.00","N/A","2.50","16.99","267.15M","178.72M","0.84","-39.52%","-11.22%","56.88","30.93","34.46","36.52","1,546,940","1,444,140","190.34M","106.92M","36.25%","41.70%","11.55M","7.32","10.21%","10.78M","2.04","6.03%","1.53","4.50%","N/A","71.08%","Mar 31, 2016","Mar 11, 2016","2:1","Aug 16, 2006",6.54e+09,73372000,0.0112189602446483
"GRPN","1490281","0001490281-15-000014","60767000","20131231","7311","20141231","FY","2014","Groupon Inc","NASDAQ",7311,"IL","DE",270903295,"1.78B","855.55M","99.66","96.33","-2.03","0.42","2.82","0.27","11.07","Dec 31","Dec 31, 2015","0.66%","-1.79%","-1.73%","-14.43%","3.12B","4.80","-0.90%","1.55B","77.26M","-102.18M","0.03","N/A","853.36M","1.44","0.00","N/A","0.89","0.79","254.87M","240.56M","1.66","-64.14%","-11.22%","8.37","2.15","2.68","3.43","8,950,540","15,310,400","611.89M","415.74M","21.21%","64.90%","78.69M","10.25","19.84%","76.40M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",1.78e+09,60767000,0.0341387640449438
"GRPN","1490281","0001490281-15-000014","24006000","20141231","7311","20141231","FY","2014","Groupon Inc","NASDAQ",7311,"IL","DE",270903295,"1.78B","855.55M","99.66","96.33","-2.03","0.42","2.82","0.27","11.07","Dec 31","Dec 31, 2015","0.66%","-1.79%","-1.73%","-14.43%","3.12B","4.80","-0.90%","1.55B","77.26M","-102.18M","0.03","N/A","853.36M","1.44","0.00","N/A","0.89","0.79","254.87M","240.56M","1.66","-64.14%","-11.22%","8.37","2.15","2.68","3.43","8,950,540","15,310,400","611.89M","415.74M","21.21%","64.90%","78.69M","10.25","19.84%","76.40M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",1.78e+09,24006000,0.0134865168539326
